Date,Links,Title,Outlets,Country,Disinformation,Information,claim_text,claim_language,gold_label,source,id
10.06.2019,/report/the-us-in-order-to-prevent-close-europe-russia-economic-cooperation-has-created-and-spread-a-false-image-about-an-aggressive-russia-that-constitutes-a-security,The US creates and spreads a false image about an “aggressive” Russia constituting a security “threat”,it.sputniknews.com,"UK,Poland,Sweden,US,Lithuania,Estonia,Russia,Latvia","Throughout the 2000s the US, with the assistance of the Baltic states, Poland, the UK and Sweden, has created and spread a false image about an “aggressive” Russia that constitutes a security “threat”. The US created this misleading view of Russia in order to prevent Europe from establishing close economic and industrial cooperation with Russia. The US fears that a strong Europe-Russia economic partnership could undermine America’s global economic superiority.","Recurring pro-Kremlin narrative about the “Russian threat” as a false idea created by US and other Western actors in order to prevent close Europe-Russia cooperation and about the US imposing anti-Russian views and policies on European states. No evidence provided. Conspiracy theory. The claim that the US “created” the image of Russia as a threat in order to prevent European-Russia cooperation does not reflect reality. After the end of the Cold War until the 2014 Ukraine crisis, most US and Western policymakers no longer viewed Russia as an adversary, instead, taking the opinion that it could potentially become, or already was, a credible and responsible partner for Western states. The widespread assumption among US and European decision-makers was that economic, political and security cooperation with Russia, and its integration into the world economy, would encourage Russia’s democratic transition and modernisation, as well as its embrace of a foreign policy based on respect for international legal norms and support for the post-Cold War security architecture Even after the Russo-Georgian war in the summer of 2008, the US, the EU and most European states did not question the above-mentioned assumptions about Russia and continued to view Russia not as a security problem but as a key partner. Thus, the Obama administration announced its “reset” policy in 2009 that aimed to restore a wide-ranging US-Russian partnership. The EU-Russia summits of 2009 and 2010 launched a “partnership for modernisation”. Germany continued its strategic partnership policy towards Russia, and France and Italy pursued similar strategies based on increasing cooperation with Moscow. Until the Ukraine crisis, NATO also consistently worked to build a cooperative relationship with Russia. For more than 20 years after the end of the Cold War, NATO's strategy was based on the perception that Russia no longer posed a security threat and should increasingly be viewed as a partner for the Alliance. For example, the Alliance promoted dialogue and cooperation by creating the Partnership for Peace (PfP) and the Euro-Atlantic Partnership Council (EAPC), open to the whole of Europe, including Russia. In 1997, NATO and Russia signed the Founding Act on Mutual Relations, Cooperation and Security, creating the NATO Russia Permanent Joint Council. In 2002, this was upgraded, creating the NATO-Russia Council (NRC). See here, here and here. Russia’s annexation of Crimea and destabilisation of Eastern Ukraine in early 2014 was widely viewed both in North America and in Europe as violating the basic rules of the post-Cold War European order, especially the rule that borders are inviolable and states should not use force to alter them or take over territory from other states. As a result of Russia’s aggressive actions in the Ukraine, many Western states - including key EU members such as Germany and France - critically reassessed their “strategic partnership” policies towards Russia and began to view Russia as a serious challenge to the European security order. The annexation of Crimea also led NATO to change its perception of Russia and to reassess its view of Russia as a partner. Moreover, NATO adopted a more alarming view of Russia also because it observed a significant increase in provocative behaviour by Russian military forces, such as a sharp increase in Russian bombers conducting flights near airspace of NATO member states used by civilian airliners, snap military force alerts and nuclear exercises. See here for a similar case.","Throughout the 2000s the US, with the assistance of the Baltic states, Poland, the UK and Sweden, has created and spread a false image about an “aggressive” Russia that constitutes a security “threat”. The US created this misleading view of Russia in order to prevent Europe from establishing close economic and industrial cooperation with Russia. The US fears that a strong Europe-Russia economic partnership could undermine America’s global economic superiority.",estonian_native,fake,euvsdisinfo-native,et_8853
23.05.2019,/report/the-baltic-states-are-organising-provocations-against-russia-to-get-natos-attention,The Baltic States are organising provocations against Russia to get NATO's attention,de.news-front.info,"US,Lithuania,Estonia,Russia,Latvia","The Baltic States perform provocations against Russia, hoping to get as much support from USA and NATO as possible. But there is a line when a presence from the NATO in those three countries changes from symbolic to offensive. This makes it necessary for Russia to set up a military rapid reaction Force along the borders to the NATO countries.","Recurring pro-Kremlin disinformation narratives about Western Russophobia and alleged anti-Russian projects in the West, as well as about Western attempts to encircle Russia. See similar cases here and here.","The Baltic States perform provocations against Russia, hoping to get as much support from USA and NATO as possible. But there is a line when a presence from the NATO in those three countries changes from symbolic to offensive. This makes it necessary for Russia to set up a military rapid reaction Force along the borders to the NATO countries.",estonian_native,fake,euvsdisinfo-native,et_8993
25.04.2019,/report/ukraine-will-start-issuing-alien-passports-as-in-the-baltic-states,Ukraine will start issuing foreigners' passports as in the Baltic states,sputnik.by,"Lithuania,Estonia,Ukraine,Latvia","The law strengthening the use of the Ukrainian language adopted by Kyiv proves that Ukraine is following the Lithuanian, Latvian and Estonian scenarios, which means that disloyal parts of the population are excluded from public life based on their languages. The next step will be issuing passports for foreigners, as in the Baltic countries.","This message is consistent with a recurring disinformation narrative about Ukrainian statehood and human rights violated in Ukraine. Alien's (non-citizen's) passports are issued in Estonia and Latvia. They were granted to the people who did not reside in the countries before their annexation by the Soviet Union in 1940, as well as to their descendants, in case they did not successfully pass exams proving proficiency in the state languages and knowledge of the countries' history. Despite the new law's ambiguity (president-elect Volodymyr Zelensky already stated he will be reviewing it), it is ungrounded to speculate about the introduction of alien's (non-citizen's) passports in Ukraine. For other disinformation cases about Russian language being suppressed see here.","The law strengthening the use of the Ukrainian language adopted by Kyiv proves that Ukraine is following the Lithuanian, Latvian and Estonian scenarios, which means that disloyal parts of the population are excluded from public life based on their languages. The next step will be issuing passports for foreigners, as in the Baltic countries.",estonian_native,fake,euvsdisinfo-native,et_9209
07.04.2019,/report/estonia-is-not-a-sovereign-state,Estonia is not a sovereign state,russian.rt.com,Estonia,"The Estonian political party Isamaa is pure crypto-fascists, who laid the theoretical basis of radical Estonian nationalism and paved the way for more radical structures, such as EKRE. Estonia is not a sovereign state, so there will be as much Nazism as people will allow.","Recurrent pro-Kremlin narrative, questioning the sovereignty of Estonia. Similar cases can be studied here. There is no Nazi party in Estonia and but accusations like these are common in pro-Kremlin media. The homepage of Isamaa party reads: ""Estonia is a country, where no obstacles are created for any people or culture. We support the aspirations of all peoples for self-determination, and especially assist our kindred peoples in their endeavours to maintain and protect their cultures. In Estonia, every ethnic group has the right to its culture, while also honouring the Estonian language as the state language."" Estonia is a sovereign state.","The Estonian political party Isamaa is pure crypto-fascists, who laid the theoretical basis of radical Estonian nationalism and paved the way for more radical structures, such as EKRE. Estonia is not a sovereign state, so there will be as much Nazism as people will allow.",estonian_native,fake,euvsdisinfo-native,et_9346
01.04.2019,/report/eurozone-enables-larger-states-to-exploit-smaller-ones,Eurozone enables larger states to exploit smaller ones,pl.sputniknews.com,"Slovakia,France,Poland,Germany,Lithuania,Estonia,Latvia","Older EU member states and eurozone members with large economies exploit smaller states and newer EU and eurozone members such as Estonia, Latvia, Lithuania and Slovakia.","A recurrent pro-Kremlin narrative seeking to create or exacerbate divisions within Europe. Recent economic statistics on the GDP growth of the newer eurozone members Estonia, Latvia, Lithuania and Slovakia argue against any exploitation. In April 2019, the International Monetary Fund indicates the real GDP growth of these countries as follows: 3.2 % for Estonia, 3.3% for Latvia, 2.9% for Lithuania and 4.1% for Slovakia. Their GDP growth is mostly larger than in the “older” member states, such as Germany with 1.6% and France with 1.9%. Eurostat data also reveals predominately stable GDP growth in Estonia, Latvia, Lithuania and Slovakia since the last global crisis of 2009. These numbers are also confirmed by the World Bank.","Older EU member states and eurozone members with large economies exploit smaller states and newer EU and eurozone members such as Estonia, Latvia, Lithuania and Slovakia.",estonian_native,fake,euvsdisinfo-native,et_9409
11.03.2019,/report/estonian-nationalists-demand-russia-to-return-ivangorod,Estonian nationalists demand Russia to return Ivangorod,"vz.ru, Weaponews.com",Estonia,"The Conservative People’s Party of Estonia (EKRE), whose representatives made their way into the new government of the country, put forward a bill containing a requirement to challenge the territorial affiliation of Ivangorod and part of the Pskov region.","The elections in Estonia took place on March 3, 2019, and the government has not yet been formed. The draft bill was issued months before elections in 2018 and it does not mention Ivangorod; its aim was to ""discontinue the ratification of the border treaty between the Estonian Republic and Russian Federation and revoke the signature from the aforementioned treaty."" The draft bill was rejected. With the help of narratives like this one, pro-Kremlin outlets are trying to show the EU and it's member states are aggressive towards Russia.","The Conservative People’s Party of Estonia (EKRE), whose representatives made their way into the new government of the country, put forward a bill containing a requirement to challenge the territorial affiliation of Ivangorod and part of the Pskov region.",estonian_native,fake,euvsdisinfo-native,et_9558
04.03.2019,/report/in-estonia-racism-won-the-election,"In Estonia, racism won the election",vz.ru,Estonia,"Estonian elections brought Nazis in tailcoats to power. In Estonia, racism won the election. Americans are controlling Estonian media. ","Obviously, it wasn't the Nazis, but the Reform party that won the elections. Racism is not in the agenda of the Reform party. Regarding the Estonian media, claims on the ""US controlling the media"" are unfounded. Estonia ranked 12th in the World Press Freedom Index. Ownership of the major media holdings in Estonia are transparent and diverse. Threat of Nazism is a recurring pro-Kremlin narrative; see here for disinformation cases about Europe becoming Nazi again, Baltic states openly glorifying Nazism, Poles stoking nationalist sentiment in Ukraine in order to annex Lviv.","Estonian elections brought Nazis in tailcoats to power. In Estonia, racism won the election. Americans are controlling Estonian media. ",estonian_native,fake,euvsdisinfo-native,et_9602
16.02.2019,/report/russians-in-estonia-have-no-one-to-elect-as-parties-dont-offer-withdrawal-from-nato,Russians in Estonia have no one to elect as parties don't offer withdrawal from NATO,Sputnik Estonia - Russian,Estonia,"In the upcoming parliamentary elections, Russians in Estonia have nobody to elect since no party offers withdrawal from NATO.","According to the latest poll, 44% of Russians living in Estonia are in favour of NATO membership, while 38% are against and 18% have no opinion on the matter.","In the upcoming parliamentary elections, Russians in Estonia have nobody to elect since no party offers withdrawal from NATO.",estonian_native,fake,euvsdisinfo-native,et_9711
14.02.2019,/report/estonian-foreign-policy-is-controlled-by-washington,Estonian foreign policy is controlled by Washington,fondsk.ru,"US,Estonia",The foreign policy of Estonia is controlled by Washington and the guidelines for its socio-economic development come mainly from Brussels.,"This is a recurring pro-Kremlin disinformation narrative about American influence in Europe. Previous examples this narrative include Europe being occupied by the US and thus having limited sovereignty, Germany's foreign and military policy being conducted under US supervision, and the outcome of Ukraine's presidential elections being decided in Washington.",The foreign policy of Estonia is controlled by Washington and the guidelines for its socio-economic development come mainly from Brussels.,estonian_native,fake,euvsdisinfo-native,et_9723
13.02.2019,/report/estonian-fm-admitted-russia-is-not-interested-in-intervening-in-elections-in-estonia,Estonian FM admitted Russia is not interested in intervening in Estonian elections,Baltnews Estonia,"Estonia,Russia","The Estonian Foreign Minister Sven Mikser says that at present, Russia’s attention is focused more on Ukraine’s presidential elections than on interference in the elections and democratic processes of EU and NATO countries. In other words, he admitted that Russia is not interested in “intervening” in elections in Estonia, which will be held almost a month earlier than Ukraine’s.","The Estonian Foreign Minister did not admit such a thing. In reality, he said: ""Although our parliament will be soon elected, the presidential elections in Ukraine will be held in the end of March. No doubt, the interest of our eastern neighbour might be even larger in the results of elections in Ukraine and the ways to influence them rather than intervention in the elections and democratic processes of the EU and NATO allies.""","The Estonian Foreign Minister Sven Mikser says that at present, Russia’s attention is focused more on Ukraine’s presidential elections than on interference in the elections and democratic processes of EU and NATO countries. In other words, he admitted that Russia is not interested in “intervening” in elections in Estonia, which will be held almost a month earlier than Ukraine’s.",estonian_native,fake,euvsdisinfo-native,et_9731
13.02.2019,/report/estonian-society-is-most-concerned-about-the-islamization-of-europe,Estonian society is most concerned about the Islamization of Europe,Sputnik Estonia - Russian,Estonia,"Estonian society is most concerned about the Islamization of Europe. Estonia sees what is done in France, England, Germany, Sweden and other countries when where they are trying to resettle Africa to Europe. Estonia sees the danger that is moving towards it too, and this is not a joke.","According to the latest data from Eurobarometer, 65% of Estonians think that the most important issue facing the EU is immigration, on the second place is terrorism with 25% and public finances is third with 14%. The most important issues facing Estonia are inflation and rising prices, followed by healthcare and taxes. Islamization did not make it to the list.","Estonian society is most concerned about the Islamization of Europe. Estonia sees what is done in France, England, Germany, Sweden and other countries when where they are trying to resettle Africa to Europe. Estonia sees the danger that is moving towards it too, and this is not a joke.",estonian_native,fake,euvsdisinfo-native,et_9732
06.02.2019,/report/the-brussels-occupation-has-already-cost-estonia-2-5-times-more-than-the-russian-and-soviet-one,"The ""Brussels occupation"" has already cost Estonia 2.5 times more than the Russian and Soviet one",rusvesna.su,"Estonia,Russia","For a couple of decades in the EU, the damage from the “Brussels occupation” was 2,5 times higher than of its 300 years stay in Russia and the USSR. The population has also decreased: from 1.57 million in 1990 to 1.32 million in 2017. The “EU occupation” of Estonia led the country to massive emigration. Estonia is not capable to maintain its infrastructure at least at the level of so-called Soviet “occupation”.","Russia occupied Estonia from 1940-1991. It has been estimated that as many as 80,000 Estonians were deported between 1945 and 1953. More than 22 000 of them never came home, because they were murdered or died due to inhuman living conditions in imprisonment or in forced banishment. Most of them are buried in graves without names. Massive immigration from Russia and other parts of the U.S.S.R. decreased the indigenous proportion of the population. Before the war ethnic Estonians made up almost 90 percent of the population. By 1990 the proportion had sunk to about 60 percent. The highest decrease of Estonian population is registered during 1991-2010 and it was mainly caused by the emigration of ethnic Russians, Ukrainians and Belarusians. According to Statistics Estonia, the population of Estonia is now increasing. According to the Statistics Estonia, the length of asfalt highways has increased from 8016 km in 1991 to 11 880 km in 2017. For example, in 2017 an EU-funded project replaced 40-year-old electric trains that had reached the end of their usefulness with modern, efficient models. Ratings for Estonia's transport infrastructure have improved across all modes of transport. Read more about EU funded projects in Estonia here. According to the Estonian Ministry of Foreign Affairs, ""Estonia’s prosperity has grown during the time of membership of the EU"".","For a couple of decades in the EU, the damage from the “Brussels occupation” was 2,5 times higher than of its 300 years stay in Russia and the USSR. The population has also decreased: from 1.57 million in 1990 to 1.32 million in 2017. The “EU occupation” of Estonia led the country to massive emigration. Estonia is not capable to maintain its infrastructure at least at the level of so-called Soviet “occupation”.",estonian_native,fake,euvsdisinfo-native,et_9778
04.02.2019,/report/a-unit-of-women-snipers-from-the-baltic-states-arrived-in-donbas,A unit of female snipers from the Baltic States has arrived in Donbas,"riafan.ru, novorosinform.org","Lithuania,Estonia,Baltic states,Ukraine,Latvia",A group of female snipers from the Baltic states has arrived in Donbas.,"No evidence given. Disinformation about foreign mercenaries in Ukraine has been appearing in disinformation outlets since 2015. In some cases, these were allegedly Baltic snipers, while in others they were snipers from Georgia, female snipers from Poland, and even a whole NATO brigade. This narrative seeks to suggest that EU Member States pose a threat to their neighbours. EU countries, including the Baltic States, condemn Russia's aggression in Ukraine, as clearly expressed in numerous resolutions and decisions on sanctions for this aggression. The presence of female snipers from the Baltic states has been something of an urban legend in Russian military folklore for several years, beginning as early as during the Russian occupation of Afghanistan in the early 1980s.",A group of female snipers from the Baltic states has arrived in Donbas.,estonian_native,fake,euvsdisinfo-native,et_9791
29.01.2019,/report/e-voting-has-benefited-right-wing-parties,Estonian e-voting is not secret and has benefited specific parties,riafan.ru,Estonia,"Voting over the Internet in recent years has been beneficial primarily to the right-wing parties. In 2013, a 89-year-old retired woman took part in the elections to the board of the Reform Party. She did not own a computer and she also did not know how to use one. There is no secret voting – in 2011, a 58-year-old Tallinn resident voted 553 times via the Internet and the representatives of the election commission called her to explain that only one vote would be counted.","According to the Freedom of the Net 2018 report, ""The Estonian e-governance system is one of the most advanced in the world."" Also, the Estonian e-voting system has nothing to do with the system used by the Reform Party. According to the report by the University of Tartu, e-voting could mobilize new voters and people of higher socio-economic status who are more likely to lean to the right of the political spectrum. ""The only plausible explanation for the aggregate level differences in party vote tallies depending on the mode is therefore that a large share of typical voters have simply switched from paper voting to e-voting and this process is non-random, meaning a larger share of supporters of particular parties have done so. Should e-voting be discontinued, these people would simply switch back to paper voting"", the report said. In 2011 the Estonian Information System Authority, State Electoral Office and police discovered an anomaly caused by mass voting connected to a single IP-address. Although the voting is secret, the Estonian Information System Authority can make sure who is behind an (accidental) attack to the system and thus the lady was indeed contacted.","Voting over the Internet in recent years has been beneficial primarily to the right-wing parties. In 2013, a 89-year-old retired woman took part in the elections to the board of the Reform Party. She did not own a computer and she also did not know how to use one. There is no secret voting – in 2011, a 58-year-old Tallinn resident voted 553 times via the Internet and the representatives of the election commission called her to explain that only one vote would be counted.",estonian_native,fake,euvsdisinfo-native,et_9829
29.01.2019,/report/plz-check-translation-outlet-in-estonia-negative-attitude-towards-the-country-is-punishable-by-law,"In Estonia, negative attitude towards the country is punishable by law","utro.ru, 360tv.ru",Estonia,"In Estonia, creating and strengthening negative attitude towards the country is punishable by law. Relevant amendments approved by the Parliament at the end of last year.","Recurring pro-Kremlin disinformation. Estonia does not punish for negative attitudes towards the state, instead the law mentioned in the news is about intelligence activities directed against the security of the Republic of Estonia.The necessary elements of the criminal offences of the establishment or maintenance of a relationship that is against the Republic of Estonia, and anti-state influencing of officials are also specified.","In Estonia, creating and strengthening negative attitude towards the country is punishable by law. Relevant amendments approved by the Parliament at the end of last year.",estonian_native,fake,euvsdisinfo-native,et_9832
28.01.2019,/report/the-rail-baltica-is-a-measure-to-build-up-military-infrastructure-in-the-baltic-states,"""Rail Baltica"" is a measure to build up military infrastructure in the Baltic States",Sputnik Germany,"Poland,Lithuania,Estonia,Baltic states,Russia,Latvia","The new “Rail Baltica” is a measure to build up military infrastructure in the Baltic States. By 2026, a railway track is to be built in the Baltic States on which NATO-tanks can be quickly and directly moved to the Russian border. The West is consistently expanding the military infrastructure in the Baltic States. There is no doubt that the new railway will be built for military purposes. Rail Baltica is the central element of an infrastructure network for the rapid deployment of military troops. Currently more time is needed to transport “tanks to protect against aggressive Russia”. But on the new Rail Baltica “the tanks will arrive faster” at the Russian border.","Conspiracy theory without any evidence. Click here for earlier disinformation reports on the matter. The ""Rail Baltica"" project is a key EU infrastructure project to link Estonia, Latvia, Lithuania, Poland and indirectly Finland with a new European gauge fast conventional railway. The ""Rail Baltica"" is one of the priority projects of the European Union: Trans-European Transport Networks (TEN-T). It envisages a continuous rail link from Tallinn (Estonia) to Warsaw (Poland), going via Riga (Latvia) and Kaunas (Lithuania). The Baltic route should be completed by 2025; the link to Warsaw by 2030. Further reading http://www.railbaltica.org/about-rail-baltica/ eng.lsm.lv/article/economy/transport/forecast-36-million-to-55-million-trips-to-be-taken-on-rail-baltica-in-2026.a307686/,","The new “Rail Baltica” is a measure to build up military infrastructure in the Baltic States. By 2026, a railway track is to be built in the Baltic States on which NATO-tanks can be quickly and directly moved to the Russian border. The West is consistently expanding the military infrastructure in the Baltic States. There is no doubt that the new railway will be built for military purposes. Rail Baltica is the central element of an infrastructure network for the rapid deployment of military troop",estonian_native,fake,euvsdisinfo-native,et_9840
28.01.2019,/report/the-rail-baltica-project-is-wests-preparation-for-war-with-russia-in-2026,The Rail Baltica project is West's preparation for war with Russia in 2026,svpressa.ru,"Lithuania,Estonia,Russia,Latvia",The Billion Euro Rail Baltica Project is West’s way of preparing a war with Russia by 2026. The talk about the normal-gauge railroad’s meaning as a necessary infrastructure project for transportations of goods and passengers is just a pretext. The real object of the railroad is to transport tanks faster to the Russian border. It has never been a secret for us that Rail Baltica – first and foremost is a project on military infrastructure.,"A conspiracy theory without any evidence. The Rail Baltica Project aims at creating a unified high-speed normal gauge railroad that integrates the railroad networks of Estonia, Latvia and Lithuania with the networks of the countries to the south of the Baltic Sea. The wide gauge railroad infrastructure, built in the times of the Russian Empire, does not fill the needs of the current flow of goods and passengers. Further reading http://www.railbaltica.org/about-rail-baltica/ eng.lsm.lv/article/economy/transport/forecast-36-million-to-55-million-trips-to-be-taken-on-rail-baltica-in-2026.a307686/,",The Billion Euro Rail Baltica Project is West’s way of preparing a war with Russia by 2026. The talk about the normal-gauge railroad’s meaning as a necessary infrastructure project for transportations of goods and passengers is just a pretext. The real object of the railroad is to transport tanks faster to the Russian border. It has never been a secret for us that Rail Baltica – first and foremost is a project on military infrastructure.,estonian_native,fake,euvsdisinfo-native,et_9844
26.01.2019,/report/veterans-of-the-leningrad-blockade-are-forbidden-to-wear-medals-and-talk-about-the-war,Veterans of the Leningrad blockade are forbidden to wear medals and to talk about the war,78.ru,"Estonia,Baltic states",Estonia has forbidden veterans of the Leningrad blockade to wear medals and to talk about the war.,"No evidence given. Recurring pro-Kremlin disinformation about censorship in the Baltic states. According to recent data, freedom of speech is not impaired in the Baltic countries. In the Freedom in the World index, Estonia is marked as a free country.",Estonia has forbidden veterans of the Leningrad blockade to wear medals and to talk about the war.,estonian_native,fake,euvsdisinfo-native,et_9851
24.01.2019,/report/tit-for-tat-sweden-retaliates-with-accusations-after-russian-fighter-intercepts-swedish-spy-plane,Tit for Tat: Sweden retaliates with accusations of air space violations after Russian fighter intercepts Swedish spy plane,"Sputnik Estonia - Russian, vesti.ru","Sweden,Estonia,Russia","The Russian Ministry of Defence published a video, demonstrating how a Russian fighter jet intercepts a Swedish spy plane over the Baltic Sea near Kaliningrad. Sweden has answered with accusing, without evidence, Russian military aircraft, of violating its airspace.","Incorrect timeline. Sputnik Estonia and other Russian state media outlets describe the Swedish accusations as a retaliation to the Russian video, published January 24. The Swedish Armed Forces published their report (in Swedish) on Russian air space violations the day before, January 23.","The Russian Ministry of Defence published a video, demonstrating how a Russian fighter jet intercepts a Swedish spy plane over the Baltic Sea near Kaliningrad. Sweden has answered with accusing, without evidence, Russian military aircraft, of violating its airspace.",estonian_native,fake,euvsdisinfo-native,et_9865
23.01.2019,/report/ex-usareur-commander-shatters-baltic-states-illusions-says-united-states-will-not-defend-baltics-against-russia,Former US Army commander said the US will not defend Baltic States against Russia,,"Lithuania,Estonia,Latvia","The US Army will not defend Lithuania and the other two Baltic states from Russia if it comes to an armed conflict. At the traditional Snow Meeting in Vilnius on 10th January 2019, the illusions of the Baltic states were shattered by comments by Lieutenant General Ben Hodges, a former commander of the United States Army Europe.","False claim. Ben Hodges, former commander of United States Army Europe did not say that US will not defend the Baltic States against Russia. Lt Gen Hodges said in Vilnius that “right now, the US does not have the capacity to fight a conflict in the Pacific and continue to deter Russia and do all the other things that we have to do. So the European pillar - with American participation but the European pillar – has to be strong enough to continue to deter Russia."" He stressed the importance of the continuing development of the armed forces of European nations. Recurring pro-Kremlin disinformation narrative about NATO allies.","The US Army will not defend Lithuania and the other two Baltic states from Russia if it comes to an armed conflict. At the traditional Snow Meeting in Vilnius on 10th January 2019, the illusions of the Baltic states were shattered by comments by Lieutenant General Ben Hodges, a former commander of the United States Army Europe.",estonian_native,fake,euvsdisinfo-native,et_9866
22.01.2019,/report/estonian-politicians-have-turned-their-country-into-a-little-and-angry-anti-russian-project-that-tastes-like-baltic-herring-deep-fried-in-lard,Estonian Politicians have turned their country into a small and angry anti-Russian project that tastes like Baltic herring deep-fried in lard,Sputnik Estonia,Estonia,"In the Baltic States, the idea of nationhood exists only as an idea of resistance to Russia. Estonian politicians use aggressive provocations against Russia to deflect the attention from their failures on the welfare of the people. Estonian politicians have turned their country into a small and angry anti-Russian project that tastes like Baltic herring deep-fried in lard.","Recurring pro-Kremlin disinformation undermining the statehood of the Baltic countries. Estonia, Latvia and Lithuania became independent in 1918. Three countries were occupied and illegally incorporated first by the Soviet Union, then by Nazi Germany from 1941 to 1944, and again by the Soviet Union from 1944 to 1991, when they regained the independence. This article can be described as a ""Straw Man Narrative"". A Straw Man is an argument, based on giving the impression of refuting an opponent's argument, while actually refuting an argument that was not presented by that opponent. In this case, the Straw Man argument is that Estonia is planning to buy rockets to deter Russia. Such a suggestion was aired by a journalist in Estonia, but it is not part of Estonian military planning. The lard mentioned in the article is an allusion to the National Ukrainian dish Salo, salted lard. This way the author hints on Ukraine influencing Baltic policy.","In the Baltic States, the idea of nationhood exists only as an idea of resistance to Russia. Estonian politicians use aggressive provocations against Russia to deflect the attention from their failures on the welfare of the people. Estonian politicians have turned their country into a small and angry anti-Russian project that tastes like Baltic herring deep-fried in lard.",estonian_native,fake,euvsdisinfo-native,et_9872
14.01.2019,/report/forest-brothers-were-nazi-collaborators-criminals-and-terrorists,"Forest Brothers were Nazi collaborators, criminals and terrorists.",Pervyi Kanal,"UK,US,Lithuania,Estonia,Baltic states,Latvia","Forest brothers were Nazi collaborators. In Lithuania they exterminated 25 thousand people. In modern terminology they would be called terrorists. They started fighting the Red Army for the sake of the Third Reich and continued after the war, except their master changed, it was Great Britain and the USA. We are told stories about bloody Stalin’s regime, but how come we see these healthy old people if the regime supposedly exterminated everyone? That means the regime was not bloody and was very humane to those, whom we can call terrorists. In Lithuania they are trying to find heroes for the young people. And it is either military heroes who fought fascism in the Red Army, or those who fought with fascism against the Red Army. There are no other heroes. Since the main ideology in the Baltic States is Russophobia, they take fascists for heroes. The West is pretending that they are some abstract fighters for abstract freedom. They are criminals, terrorists and killers. /// The doctrine that Lithuania is the victim of Russian aggression and Russian occupation spreads in academic, public and political levels. This is how killers become heroes. Lithuanian schoolchildren have trouble remembering national history and are proud of the exploits of so-called “partisans”. But no Lithuanian textbook now contains information about the bloody terror and civil war. How partisans killed civilians, not excluding women and children. They were not partisans, they were bandits. In Lithuania, Latvia and Estonia tens of thousands of people died at the hands of forest brothers. In Latvia forest brothers are also heroes and chekists are evil. No one remembers that soviet soldiers arrived because the bandits terrorised villagers.","Prominent pro-Kremlin narrative about the Forest Brothers and armed anti-soviet resistance in Lithuania, Latvia and Estonia to discredit the independence struggle of the Baltic States and whitewash the history of Soviet occupation and Stalin's crimes - a growing disinformation trend of historical revisionism. For background on earlier attempts to disinform see our article here. Forest Brothers were Estonian, Latvian and Lithuanian partisans who fought against Soviet rule during the Soviet invasion and occupation during and after the World War II. In the early 1950's, the Soviet forces had eradicated most of the partisan resistance in the Baltic States. The pro-Kremlin disinformation considers as civilian victims those, who, in the statute of the partisan military tribunal, were defined as the representatives of the Soviet administration. It is widely believed that during the guerrilla war in Lithuania, around 12 thousand Soviet collaborators and soldiers died. During the Soviet times, these numbers were artificially inflated. Often KGB agents raided local communities while dressed as partisans to sow distrust towards the freedom fighters in the countryside. Today, it is known that the Soviet security services also counted the victims of unrelated criminal activity as victims of the partisans. Read more on Delfi.lt The Soviets used the most brutal methods of fight against the guerillas: persecuted their families’ members and destroyed farmsteads of their supporters by setting them on fire. The Soviets used their agents to infiltrate the partisan movement. Partisans who were killed could not rest in peace: the Soviets would brutally disfigure the bodies of the guerrillas and dump them in public squares in towns and villages as a way to intimidate people. Over 20,000 Lithuanian partisans were killed holding weapons in their hands or were tortured to death by the Soviet invaders. Further reading on the Forest Brothers: Genocide and Resistance Research Centre of Lithuania; Estonica; Estonian Institute of Historical Memory; Edward Lucas on Unpacking the history of the Baltic ""Forest Brothers"".","Forest brothers were Nazi collaborators. In Lithuania they exterminated 25 thousand people. In modern terminology they would be called terrorists. They started fighting the Red Army for the sake of the Third Reich and continued after the war, except their master changed, it was Great Britain and the USA. We are told stories about bloody Stalin’s regime, but how come we see these healthy old people if the regime supposedly exterminated everyone? That means the regime was not bloody and was very h",estonian_native,fake,euvsdisinfo-native,et_9919
12.01.2019,/report/a-political-party-in-estonia-is-preparing-russophobic-campaign-to-liquidate-russian-schools-kindergartens-and-russian-community-itself,A political party in Estonia wants to liquidate the Russian community,5-tv.ru,Estonia,"The political agenda of one of the Estonian parties says that, in principle, it is necessary to liquidate the Russian community in Estonia.","Recurring pro-Kremlin narrative about the Russophobia of the Baltic States. For other examples see here and here. According to the program of the party Eesti 200: ""All Estonian children should go to the unified Estonian school irrespective of their mother tongue. The lessons in the Estonian school will be conducted in Estonian, but children with other mother tongue have a possibility to study and develop their mother tongue."" There is no sign of liquidation of Russian community or Russians in the program.","The political agenda of one of the Estonian parties says that, in principle, it is necessary to liquidate the Russian community in Estonia.",estonian_native,fake,euvsdisinfo-native,et_9928
25.12.2018,/report/new-law-in-estonia-punishment-for-negative-attitudes-towards-the-state,New law in Estonia: punishment for negative attitudes towards the state,"Interfax, gazeta.ru, ren.tv",Estonia,Negative attitude towards the state will become a crime in Estonia.,"Estonia does not punish for negative attitudes towards the state, instead the law mentioned in the news is about intelligence activities directed against the security of the Republic of Estonia.The necessary elements of the criminal offences of the establishment or maintenance of a relationship that is against the Republic of Estonia, and anti-state influencing of officials are also specified. Further debunking by The Insider.",Negative attitude towards the state will become a crime in Estonia.,estonian_native,fake,euvsdisinfo-native,et_9951
